accommodates,neighbourhood_group_cleansed,property_type,room_type,guests_included,bathrooms,bedrooms,beds,bed_type,amenities,cleaning_fee,minimum_nights,maximum_nights,instant_bookable,price
2,Ballard,18,Private room,1,1,1,1,4,204,30,1,1125,0,66.122894
4,Rainier Valley,9,Entire home/apt,2,1,1,3,4,780,30,2,10,1,90.359985
6,Downtown,1,Entire home/apt,1,2,2,3,4,332,109,2,1125,1,821.7047
2,Queen Anne,1,Entire home/apt,1,1,1,1,4,881,40,1,21,1,87.25249
4,Ballard,7,Entire home/apt,2,1,2,2,4,1458,80,2,1125,0,139.0733
8,Delridge,11,Entire home/apt,6,2,3,4,4,815,25,1,1125,0,207.5431
2,Other neighborhoods,10,Entire home/apt,1,1,0,1,4,1575,0,2,30,1,89.305786
3,Other neighborhoods,11,Private room,2,1,1,2,4,1459,40,2,7,0,66.55685
2,Delridge,18,Private room,1,1,1,1,4,533,15,2,1125,0,48.244625
4,Downtown,1,Entire home/apt,1,1,1,1,4,1298,80,1,1125,1,184.18005
4,Capitol Hill,11,Entire home/apt,1,2,2,2,4,1069,350,1,1125,0,482.90796
1,Capitol Hill,11,Shared room,1,0,1,1,4,48,75,3,90,0,46.83638
2,Magnolia,18,Private room,1,1,1,1,4,975,10,1,1125,0,63.832848
4,Downtown,1,Entire home/apt,2,1,1,2,4,769,45,1,1125,1,125.36003
3,Other neighborhoods,11,Entire home/apt,2,1,1,2,4,235,200,5,1125,0,189.70001
2,Rainier Valley,19,Private room,1,1,1,1,4,1539,25,2,30,0,62.250504
1,Cascade,1,Private room,1,1,1,1,2,1557,70,2,180,0,140.34317
2,Cascade,15,Entire home/apt,1,1,1,1,4,297,75,2,1125,1,129.39183
6,Other neighborhoods,11,Entire home/apt,4,1,3,3,4,1519,115,2,1125,0,159.87068
4,Beacon Hill,11,Private room,1,1,1,2,4,857,50,1,1125,1,81.65521
5,Capitol Hill,11,Entire home/apt,4,1,2,2,4,1483,60,1,31,1,142.46631
3,Central Area,18,Private room,2,1,1,1,4,788,40,1,15,1,69.91802
3,Downtown,1,Entire home/apt,2,1,1,1,4,600,89,2,1125,1,247.42513
2,Queen Anne,15,Entire home/apt,2,1,1,0,4,891,75,2,1125,1,136.4698
3,University District,1,Entire home/apt,1,1,1,1,4,386,50,2,1125,0,115.00393
4,Lake City,11,Entire home/apt,1,1,2,2,4,994,45,2,30,0,165.46742
1,Other neighborhoods,18,Private room,1,1,1,1,4,1389,35,3,1125,1,59.096565
5,Beacon Hill,11,Entire home/apt,1,2,4,5,4,1438,150,1,14,0,238.83543
2,University District,1,Entire home/apt,1,1,0,1,4,779,60,2,30,1,89.044846
2,West Seattle,11,Private room,1,1,1,1,4,1475,20,2,12,1,82.51593
2,Northgate,1,Entire home/apt,2,1,1,1,4,823,40,1,90,0,95.60972
5,Magnolia,11,Entire home/apt,4,2,2,2,4,237,50,2,1125,1,200.38622
2,Other neighborhoods,9,Entire home/apt,2,1,1,1,4,1183,40,1,21,1,80.53358
3,Queen Anne,11,Entire home/apt,1,1,1,1,4,645,125,1,365,0,178.37965
3,Central Area,11,Private room,2,1,1,1,4,899,40,1,1125,1,76.76518
2,Central Area,11,Entire home/apt,1,1,0,1,4,1420,40,2,5,0,72.58609
2,Downtown,1,Entire home/apt,1,1,1,1,4,541,10,1,1125,1,156.34425
5,Other neighborhoods,11,Entire home/apt,2,1,2,2,4,1027,75,3,31,1,138.54196
4,Downtown,7,Entire home/apt,1,1,1,2,4,1335,98,1,1125,0,273.1673
4,Rainier Valley,11,Private room,2,2,1,1,4,1087,5,1,1125,0,208.01639
4,Downtown,7,Entire home/apt,1,1,1,2,4,195,107,2,365,1,156.89394
4,Other neighborhoods,11,Entire home/apt,2,1,1,1,4,1076,40,1,30,0,105.33705
2,Downtown,1,Entire home/apt,2,1,1,1,4,317,99,1,365,1,868.10565
2,Beacon Hill,11,Private room,1,1,1,2,4,1456,0,2,5,0,65.75847
4,Other neighborhoods,1,Entire home/apt,1,1,0,2,4,724,50,1,1125,1,143.66028
5,Downtown,1,Entire home/apt,1,1,1,2,4,904,0,2,1125,0,178.64922
1,Rainier Valley,8,Private room,1,1,1,1,4,1379,10,1,14,1,41.32034
4,Central Area,9,Entire home/apt,3,1,2,2,4,963,40,1,32,0,106.3049
8,Capitol Hill,11,Entire home/apt,8,3,5,5,4,133,225,3,1125,0,535.83
6,Other neighborhoods,11,Entire home/apt,3,1,3,3,4,1133,50,2,1125,1,145.11324
2,Capitol Hill,1,Entire home/apt,1,1,1,1,4,479,40,2,31,1,97.89651
3,Lake City,11,Entire home/apt,2,1,2,2,4,710,125,2,1125,0,163.89766
2,Capitol Hill,11,Private room,1,2,1,1,4,731,30,3,120,0,81.20284
5,West Seattle,11,Entire home/apt,6,1,2,2,4,1156,75,1,1125,0,135.8273
2,Other neighborhoods,1,Entire home/apt,2,1,0,2,4,790,30,1,45,1,79.76909
6,Magnolia,11,Entire home/apt,5,2,2,5,4,488,150,5,1125,0,277.22232
3,Downtown,1,Entire home/apt,2,1,1,2,4,1245,80,1,29,1,198.135
1,Downtown,7,Private room,1,1,1,1,4,86,25,1,1125,0,75.66548
5,Cascade,1,Entire home/apt,4,2,2,2,4,601,129,2,1125,1,249.9511
2,Downtown,1,Entire home/apt,2,1,1,1,4,739,75,30,1125,0,147.835
2,Delridge,18,Private room,1,1,1,1,4,1416,15,1,6,0,46.328213
2,Capitol Hill,7,Entire home/apt,1,1,1,1,4,1252,50,4,21,0,115.34825
4,West Seattle,9,Entire home/apt,2,1,1,3,4,276,50,3,120,1,125.41928
2,University District,11,Private room,1,1,1,1,4,228,30,1,3,0,54.429565
4,Central Area,18,Entire home/apt,4,1,2,2,4,654,80,3,1125,0,162.42401
6,Ballard,11,Entire home/apt,4,1,2,3,4,125,100,2,1125,0,171.98291
2,Capitol Hill,7,Entire home/apt,1,1,1,1,4,1484,75,3,1125,0,118.17085
5,Downtown,1,Entire home/apt,4,1,2,2,4,602,129,2,1125,1,331.80396
4,Northgate,9,Private room,2,1,1,2,4,178,15,2,14,1,64.854485
3,West Seattle,18,Private room,2,1,1,1,4,95,54,1,1125,1,88.08775
2,Downtown,1,Private room,1,1,1,1,3,1223,0,3,7,1,165.40616
4,University District,1,Entire home/apt,1,1,1,2,4,1234,60,5,1125,0,282.3122
3,Downtown,7,Entire home/apt,3,1,1,1,4,905,135,2,30,1,138.93777
6,Ballard,1,Entire home/apt,2,1,1,3,4,36,25,1,30,1,93.20667
2,Queen Anne,11,Private room,1,1,1,1,4,5,25,2,1125,1,74.92691
6,Other neighborhoods,2,Private room,1,1,1,6,4,735,0,1,7,0,165.7175
4,Queen Anne,9,Entire home/apt,2,1,1,2,4,1093,50,2,1125,1,128.28635
8,West Seattle,11,Entire home/apt,1,3,5,5,4,109,125,2,1125,0,305.2135
6,Beacon Hill,9,Entire home/apt,1,1,2,3,4,1351,25,1,14,1,228.20119
3,Capitol Hill,1,Entire home/apt,1,1,1,2,4,263,80,2,1125,1,127.48925
6,Downtown,7,Entire home/apt,1,2,2,2,4,926,135,2,180,1,202.41351
3,Capitol Hill,1,Entire home/apt,2,1,1,1,4,753,89,21,1125,1,163.10098
3,Downtown,1,Entire home/apt,2,1,1,1,4,602,89,2,1125,1,247.42513
4,Central Area,1,Entire home/apt,1,1,0,2,4,1382,40,1,1125,1,79.524086
7,Other neighborhoods,18,Entire home/apt,1,1,3,4,4,443,165,2,1125,1,225.79501
1,Downtown,1,Shared room,1,1,1,1,2,1538,15,2,360,0,68.27465
4,University District,1,Entire home/apt,4,1,1,4,4,265,243,2,1125,1,149.8198
6,Capitol Hill,11,Entire home/apt,1,3,3,3,4,695,75,3,1125,1,263.59113
7,Central Area,11,Entire home/apt,2,2,3,2,4,573,100,5,1125,0,258.47992
4,Capitol Hill,1,Entire home/apt,1,2,2,2,4,1069,0,1,1125,0,176.72968
2,Cascade,15,Entire home/apt,1,1,1,1,4,299,75,1,1125,1,111.816925
3,Downtown,1,Entire home/apt,2,1,1,1,4,598,89,2,1125,1,247.42513
4,Lake City,11,Private room,1,1,1,2,4,1381,29,1,7,1,31.27603
5,Beacon Hill,11,Entire home/apt,2,1,2,2,4,565,85,2,1125,0,121.53305
6,Downtown,1,Entire home/apt,6,2,2,3,4,173,145,1,365,1,356.28696
6,West Seattle,11,Entire home/apt,6,3,3,3,0,482,160,2,7,0,350.15695
6,Central Area,18,Entire home/apt,4,2,2,2,4,799,150,2,1125,1,170.02928
2,Downtown,1,Entire home/apt,1,1,1,1,4,146,75,30,300,0,138.29575
4,Downtown,7,Entire home/apt,1,1,1,1,4,99,107,2,365,0,146.6623
2,Rainier Valley,1,Entire home/apt,1,1,0,1,4,923,50,1,1125,0,101.96792
2,Queen Anne,1,Private room,1,1,1,1,4,1583,25,1,21,1,77.219284
2,Beacon Hill,18,Entire home/apt,2,1,1,1,2,183,50,2,1125,0,103.2786
6,Central Area,11,Entire home/apt,1,1,3,3,4,1470,100,2,1125,0,156.02408
3,Downtown,1,Entire home/apt,2,1,1,1,4,744,89,2,1125,1,179.16344
5,Downtown,7,Entire home/apt,2,1,1,1,4,707,60,1,90,0,142.14409
2,Beacon Hill,16,Entire home/apt,1,0,1,2,4,1378,0,1,1125,0,96.122505
4,Other neighborhoods,9,Entire home/apt,4,1,2,2,4,1556,100,2,1125,0,126.18043
2,West Seattle,1,Private room,2,1,1,1,4,714,25,2,30,0,74.60825
3,Central Area,1,Entire home/apt,2,1,1,1,4,1202,25,2,1125,1,107.23169
3,Queen Anne,1,Entire home/apt,1,1,1,1,4,582,60,1,1125,1,126.47619
2,Rainier Valley,11,Private room,1,1,1,1,4,1171,50,1,42,1,85.34632
2,Cascade,15,Entire home/apt,1,1,1,1,4,300,75,2,1125,1,129.39183
2,Central Area,4,Entire home/apt,2,1,0,1,4,1110,50,3,27,1,108.89155
2,Downtown,1,Entire home/apt,2,1,0,1,4,748,75,30,1125,0,113.87351
5,Queen Anne,11,Entire home/apt,2,1,3,3,4,580,20,2,60,0,197.1773
4,West Seattle,11,Entire home/apt,1,2,1,3,4,218,90,2,90,1,126.52573
4,Other neighborhoods,4,Entire home/apt,2,1,2,2,4,896,150,1,29,0,119.7746
5,Rainier Valley,18,Entire home/apt,2,1,2,3,4,1210,0,4,90,0,130.75342
2,West Seattle,9,Entire home/apt,2,1,0,1,4,1008,50,2,1125,1,108.3349
2,Beacon Hill,11,Entire home/apt,1,1,1,1,4,637,75,2,1125,0,141.23723
2,Capitol Hill,1,Entire home/apt,2,1,1,1,4,659,50,3,1125,0,132.47662
8,Other neighborhoods,11,Entire home/apt,6,2,3,3,4,633,99,28,1124,0,213.16614
2,Downtown,1,Entire home/apt,1,1,0,1,4,318,100,2,1125,1,378.86572
4,Cascade,1,Entire home/apt,1,1,1,1,4,404,79,1,1125,0,156.61328
4,Central Area,9,Entire home/apt,1,1,1,2,4,426,0,3,14,1,128.44159
2,West Seattle,10,Entire home/apt,1,1,1,1,4,18,30,2,1125,0,90.858315
2,Cascade,15,Entire home/apt,1,1,1,1,4,298,75,2,1125,1,129.39183
3,Capitol Hill,1,Entire home/apt,2,1,1,1,4,753,89,21,1125,1,163.10098
4,Downtown,7,Entire home/apt,2,1,0,3,4,920,65,1,27,1,111.759315
5,Capitol Hill,7,Entire home/apt,1,2,2,4,4,188,79,3,1125,1,216.1968
4,University District,1,Entire home/apt,4,1,1,1,4,1319,60,2,1125,1,117.772804
2,Delridge,11,Private room,1,1,1,1,4,863,8,1,365,0,46.612347
3,Downtown,1,Entire home/apt,1,1,1,1,4,892,60,2,1125,1,169.97098
2,Beacon Hill,11,Private room,1,1,1,1,4,1124,15,1,7,0,58.246822
4,Capitol Hill,1,Entire home/apt,1,2,2,2,4,760,95,3,1125,1,174.68073
5,Central Area,4,Entire home/apt,4,1,3,3,4,592,100,2,30,0,162.167
4,Rainier Valley,11,Entire home/apt,1,1,2,2,4,949,50,3,1125,1,118.66088
2,Other neighborhoods,11,Entire home/apt,2,1,1,1,4,260,20,2,7,0,77.634605
2,Beacon Hill,1,Private room,1,1,1,1,4,85,30,30,300,0,58.348198
3,University District,1,Entire home/apt,1,1,1,1,4,1044,60,2,1125,0,121.02654
4,West Seattle,1,Entire home/apt,1,1,2,2,4,191,50,2,29,1,122.93544
2,Other neighborhoods,11,Private room,1,1,1,1,4,616,25,1,29,0,74.69835
4,Central Area,9,Entire home/apt,2,1,1,2,4,1434,75,3,1125,1,125.12058
6,Northgate,11,Entire home/apt,4,2,3,3,4,344,100,3,1125,1,262.6189
